Bin	genes	ARO	AMR Gene Family	phylum
WFHCeC21L.Bin38	204	125	188	Bacteroidota
WFHCeC21L.Bin42	278	122	225	Firmicutes
WFHCeC21L.Bin51	207	105	154	Firmicutes
WFHCeC21L.Bin52	205	116	162	Firmicutes
WFHCeC21L.Bin54	167	96	133	Actinobacteriota
WFHCeC21L.Bin55	123	77	109	Actinobacteriota
WFHCeC21L.Bin56	262	109	200	Firmicutes
WFHCeC21L.Bin58	137	88	112	Firmicutes
WFHCeC21L.Bin59	152	99	127	Proteobacteria
WFHCeC21L.Bin62	143	89	121	Firmicutes
WFHCeC21L.Bin63	123	94	108	Bacteroidota
WFHCeC21L.Bin66	130	86	94	Firmicutes
WFHCeC21L.Bin7	119	73	106	Firmicutes
WFHCeC21L.Bin74	190	109	155	Firmicutes
WFHCeC21L.Bin78	309	146	246	Firmicutes
WFHCeC21L.Bin79	146	101	119	Bacteroidota
WFHCeC21L.Bin80	116	74	103	Firmicutes
WFHCeC21L.Bin93	128	77	106	Firmicutes
WFHCeC21L.Bin95	154	106	139	Bacteroidota
WFHCeC21L.Bin98	235	111	174	Firmicutes
WFHCeC22L.Bin100	151	84	124	Firmicutes
WFHCeC22L.Bin104	92	75	89	Firmicutes
WFHCeC22L.Bin105	186	128	152	Desulfobacterota
WFHCeC22L.Bin112	94	70	83	Firmicutes
WFHCeC22L.Bin118	150	87	118	Firmicutes
WFHCeC22L.Bin120	102	68	88	Spirochaetota
WFHCeC22L.Bin125	55	41	52	Firmicutes
WFHCeC22L.Bin127	165	118	133	Proteobacteria
WFHCeC22L.Bin130	233	114	174	Firmicutes
WFHCeC22L.Bin132	134	104	109	Bacteroidota
WFHCeC22L.Bin134	146	95	110	Firmicutes
WFHCeC22L.Bin137	165	106	151	Bacteroidota
WFHCeC22L.Bin16	121	94	99	Elusimicrobiota
WFHCeC22L.Bin23	216	107	170	Firmicutes
WFHCeC22L.Bin24	98	64	86	Firmicutes
WFHCeC22L.Bin27	175	112	147	Bacteroidota
WFHCeC22L.Bin3	180	101	159	Firmicutes
WFHCeC22L.Bin30	240	116	182	Firmicutes
WFHCeC22L.Bin32	121	92	107	Bacteroidota
WFHCeC22L.Bin33	99	72	78	Bacteroidota
WFHCeC22L.Bin36	57	48	49	Proteobacteria
WFHCeC22L.Bin43	161	111	140	Bacteroidota
WFHCeC22L.Bin48	201	106	158	Firmicutes
WFHCeC22L.Bin53	189	107	146	Firmicutes
WFHCeC22L.Bin55	179	92	140	Firmicutes
WFHCeC22L.Bin57	89	60	75	Firmicutes
WFHCeC22L.Bin62	221	118	192	Firmicutes
WFHCeC22L.Bin63	118	88	92	Bacteroidota
WFHCeC22L.Bin74	270	129	217	Firmicutes
WFHCeC22L.Bin77	106	75	88	Firmicutes
WFHCeC22L.Bin78	156	118	127	Bacteroidota
WFHCeC22L.Bin82	202	119	166	Desulfobacterota
WFHCeC22L.Bin83	188	96	154	Firmicutes
WFHCeC22L.Bin88	216	138	180	Bacteroidota
WFHCeC22L.Bin9	100	84	91	Bacteroidota
WFHCeC22L.Bin90	135	73	116	Firmicutes
WFHCeC22L.Bin94	97	81	95	Bacteroidota
WFHCeC22L.Bin96	109	86	102	Bacteroidota
WFHCeC22L.Bin98	259	117	223	Firmicutes
WFHCeC23L.Bin1	134	75	106	Firmicutes
WFHCeC23L.Bin102	188	113	154	Firmicutes
WFHCeC23L.Bin104	95	71	85	Firmicutes
WFHCeC23L.Bin105	126	75	110	Actinobacteriota
WFHCeC23L.Bin106	81	58	67	Firmicutes
WFHCeC23L.Bin110	146	94	132	Firmicutes
WFHCeC23L.Bin15	193	119	182	Bacteroidota
WFHCeC23L.Bin16	277	122	212	Firmicutes
WFHCeC23L.Bin18	92	73	80	Proteobacteria
WFHCeC23L.Bin20	213	141	186	Bacteroidota
WFHCeC23L.Bin23	136	102	128	Bacteroidota
WFHCeC23L.Bin25	158	104	149	Bacteroidota
WFHCeC23L.Bin26	120	92	101	Deferribacterota
WFHCeC23L.Bin31	126	72	103	Firmicutes
WFHCeC23L.Bin35	174	91	140	Spirochaetota
WFHCeC23L.Bin39	101	82	84	Bacteroidota
WFHCeC23L.Bin41	169	114	146	Bacteroidota
WFHCeC23L.Bin44	289	123	261	Firmicutes
WFHCeC23L.Bin51	148	93	132	Bacteroidota
WFHCeC23L.Bin53	176	127	145	Bacteroidota
WFHCeC23L.Bin56	149	98	125	Firmicutes
WFHCeC23L.Bin64	149	93	124	Actinobacteriota
WFHCeC23L.Bin65	119	85	102	Bacteroidota
WFHCeC23L.Bin68	157	106	133	Bacteroidota
WFHCeC23L.Bin71	254	115	205	Firmicutes
WFHCeC23L.Bin72	133	90	114	Spirochaetota
WFHCeC23L.Bin74	177	111	157	Bacteroidota
WFHCeC23L.Bin78	148	95	120	Firmicutes
WFHCeC23L.Bin79	251	119	203	Firmicutes
WFHCeC23L.Bin81	149	96	124	Actinobacteriota
WFHCeC23L.Bin83	183	110	147	Firmicutes
WFHCeC23L.Bin89	204	117	161	Firmicutes
WFHCeC23L.Bin94	129	88	110	Firmicutes
WFHCeC24L.Bin10	165	97	152	Firmicutes
WFHCeC24L.Bin100	116	96	108	Bacteroidota
WFHCeC24L.Bin102	114	89	96	Proteobacteria
WFHCeC24L.Bin106	64	45	57	Firmicutes
WFHCeC24L.Bin108	119	74	90	Cyanobacteria
WFHCeC24L.Bin11	111	83	94	Firmicutes
WFHCeC24L.Bin110	191	125	159	Bacteroidota
WFHCeC24L.Bin112	225	130	176	Firmicutes
WFHCeC24L.Bin113	123	97	108	Bacteroidota
WFHCeC24L.Bin114	186	103	139	Firmicutes
WFHCeC24L.Bin115	158	106	126	Desulfobacterota
WFHCeC24L.Bin122	55	45	45	Proteobacteria
WFHCeC24L.Bin124	136	99	114	Bacteroidota
WFHCeC24L.Bin131	146	112	123	Bacteroidota
WFHCeC24L.Bin134	220	108	171	Firmicutes
WFHCeC24L.Bin136	251	118	206	Firmicutes
WFHCeC24L.Bin137	56	49	47	Firmicutes
WFHCeC24L.Bin14	46	38	42	Halobacteriota
WFHCeC24L.Bin17	106	84	89	Bacteroidota
WFHCeC24L.Bin2	162	89	127	Actinobacteriota
WFHCeC24L.Bin21	135	97	105	Verrucomicrobiota
WFHCeC24L.Bin23	178	93	159	Spirochaetota
WFHCeC24L.Bin26	201	116	168	Firmicutes
WFHCeC24L.Bin3	136	85	110	Proteobacteria
WFHCeC24L.Bin30	141	94	117	Proteobacteria
WFHCeC24L.Bin34	63	46	55	Firmicutes
WFHCeC24L.Bin35	145	107	117	Eremiobacterota
WFHCeC24L.Bin39	169	103	144	Spirochaetota
WFHCeC24L.Bin4	102	74	90	Firmicutes
WFHCeC24L.Bin43	162	108	128	Bacteroidota
WFHCeC24L.Bin44	142	88	128	Firmicutes
WFHCeC24L.Bin45	122	99	101	Bacteroidota
WFHCeC24L.Bin47	130	78	115	Firmicutes
WFHCeC24L.Bin48	185	106	153	Firmicutes
WFHCeC24L.Bin5	79	59	67	Spirochaetota
WFHCeC24L.Bin50	216	123	187	Firmicutes
WFHCeC24L.Bin53	194	106	168	Firmicutes
WFHCeC24L.Bin54	160	101	134	Firmicutes
WFHCeC24L.Bin56	41	32	37	Methanobacteriota
WFHCeC24L.Bin64	220	125	195	Bacteroidota
WFHCeC24L.Bin66	112	87	89	Proteobacteria
WFHCeC24L.Bin7	211	123	178	Firmicutes
WFHCeC24L.Bin75	164	94	151	Firmicutes
WFHCeC24L.Bin76	101	66	89	Firmicutes
WFHCeC24L.Bin79	162	113	147	Bacteroidota
WFHCeC24L.Bin8	223	112	181	Firmicutes
WFHCeC24L.Bin82	176	86	148	Firmicutes
WFHCeC24L.Bin84	282	126	222	Firmicutes
WFHCeC24L.Bin85	136	94	128	Bacteroidota
WFHCeC24L.Bin89	132	93	108	Eremiobacterota
WFHCeC24L.Bin90	149	101	114	Bacteroidota
WFHCeC24L.Bin91	171	90	131	Actinobacteriota
WFHCeC24L.Bin94	165	107	140	Bacteroidota
WFHCeC24L.Bin95	197	119	160	Firmicutes
WFHCeC24L.Bin97	185	121	152	Desulfobacterota
WFHCeC25L.Bin101	149	99	124	Desulfobacterota
WFHCeC25L.Bin102	146	86	121	Firmicutes
WFHCeC25L.Bin103	159	101	131	Firmicutes
WFHCeC25L.Bin105	191	99	148	Firmicutes
WFHCeC25L.Bin106	102	80	98	Bacteroidota
WFHCeC25L.Bin108	96	71	83	Firmicutes
WFHCeC25L.Bin109	132	94	121	Bacteroidota
WFHCeC25L.Bin11	162	116	137	Bacteroidota
WFHCeC25L.Bin112	89	74	74	Bacteroidota
WFHCeC25L.Bin114	129	98	121	Bacteroidota
WFHCeC25L.Bin117	160	96	135	Firmicutes
WFHCeC25L.Bin118	203	123	170	Desulfobacterota
WFHCeC25L.Bin12	157	96	131	Firmicutes
WFHCeC25L.Bin123	201	112	154	Firmicutes
WFHCeC25L.Bin129	134	77	114	Firmicutes
WFHCeC25L.Bin130	133	93	111	Bacteroidota
WFHCeC25L.Bin131	126	94	109	Bacteroidota
WFHCeC25L.Bin16	217	108	172	Firmicutes
WFHCeC25L.Bin17	202	106	158	Firmicutes
WFHCeC25L.Bin19	161	98	120	Firmicutes
WFHCeC25L.Bin20	163	116	142	Firmicutes
WFHCeC25L.Bin25	158	118	124	Bacteroidota
WFHCeC25L.Bin26	35	28	31	Methanobacteriota
WFHCeC25L.Bin37	106	69	86	Spirochaetota
WFHCeC25L.Bin39	112	84	100	Bacteroidota
WFHCeC25L.Bin45	199	122	136	Firmicutes
WFHCeC25L.Bin46	121	92	103	Bacteroidota
WFHCeC25L.Bin48	144	99	121	Deferribacterota
WFHCeC25L.Bin54	181	102	159	Firmicutes
WFHCeC25L.Bin55	293	143	234	Firmicutes
WFHCeC25L.Bin56	146	104	125	Bacteroidota
WFHCeC25L.Bin60	130	82	109	Firmicutes
WFHCeC25L.Bin62	239	112	195	Firmicutes
WFHCeC25L.Bin64	140	95	130	Bacteroidota
WFHCeC25L.Bin65	146	92	105	Firmicutes
WFHCeC25L.Bin72	333	135	263	Firmicutes
WFHCeC25L.Bin76	177	101	161	Firmicutes
WFHCeC25L.Bin78	186	117	168	Bacteroidota
WFHCeC25L.Bin80	80	62	65	Bacteroidota
WFHCeC25L.Bin86	152	85	136	Firmicutes
WFHCeC25L.Bin9	126	82	107	Firmicutes
WFHCeC25L.Bin92	151	97	124	Bacteroidota
WFHCeC25L.Bin93	174	113	150	Bacteroidota
WFHCeC25L.Bin97	146	111	115	Bacteroidota
WFHCeC25L.Bin98	142	96	112	Bacteroidota
WFHCeC2L.Bin1	141	105	124	Bacteroidota
WFHCeC2L.Bin100	131	94	111	Bacteroidota
WFHCeC2L.Bin101	150	101	123	Bacteroidota
WFHCeC2L.Bin103	166	102	127	Firmicutes
WFHCeC2L.Bin105	113	86	93	Bacteroidota
WFHCeC2L.Bin106	183	99	148	Firmicutes
WFHCeC2L.Bin113	152	106	141	Bacteroidota
WFHCeC2L.Bin115	72	44	68	Firmicutes
WFHCeC2L.Bin12	108	88	95	Bacteroidota
WFHCeC2L.Bin120	275	136	227	Firmicutes
WFHCeC2L.Bin124	115	88	100	Bacteroidota
WFHCeC2L.Bin127	101	77	88	Bacteroidota
WFHCeC2L.Bin13	167	114	145	Bacteroidota
WFHCeC2L.Bin14	146	85	128	Firmicutes
WFHCeC2L.Bin18	161	110	144	Bacteroidota
WFHCeC2L.Bin19	92	81	90	Bacteroidota
WFHCeC2L.Bin2	85	73	75	Spirochaetota
WFHCeC2L.Bin25	150	103	124	Spirochaetota
WFHCeC2L.Bin29	193	105	170	Firmicutes
WFHCeC2L.Bin30	56	45	49	Halobacteriota
WFHCeC2L.Bin31	142	99	115	Bacteroidota
WFHCeC2L.Bin32	65	50	46	Firmicutes
WFHCeC2L.Bin34	178	115	162	Bacteroidota
WFHCeC2L.Bin35	109	80	89	Bacteroidota
WFHCeC2L.Bin39	122	94	109	Firmicutes
WFHCeC2L.Bin4	229	121	179	Firmicutes
WFHCeC2L.Bin40	265	132	202	Firmicutes
WFHCeC2L.Bin41	175	97	157	Firmicutes
WFHCeC2L.Bin50	203	132	173	Bacteroidota
WFHCeC2L.Bin59	202	105	176	Firmicutes
WFHCeC2L.Bin61	68	48	57	Methanobacteriota
WFHCeC2L.Bin62	208	118	168	Firmicutes
WFHCeC2L.Bin65	197	109	158	Firmicutes
WFHCeC2L.Bin67	100	69	87	Actinobacteriota
WFHCeC2L.Bin70	154	104	135	Bacteroidota
WFHCeC2L.Bin71	243	116	194	Firmicutes
WFHCeC2L.Bin73	152	85	118	Firmicutes
WFHCeC2L.Bin74	118	82	97	Firmicutes
WFHCeC2L.Bin8	90	62	77	Firmicutes
WFHCeC2L.Bin83	153	93	134	Actinobacteriota
WFHCeC2L.Bin86	119	89	105	Bacteroidota
WFHCeC2L.Bin90	133	99	114	Bacteroidota
WFHCeC2L.Bin92	138	81	114	Firmicutes
WFHCeC2L.Bin93	129	100	116	Bacteroidota
WFHCeC2L.Bin94	171	115	166	Bacteroidota
WFHCeC2L.Bin99	215	112	175	Firmicutes
WFHCeC3L.Bin11	245	121	202	Firmicutes
WFHCeC3L.Bin15	172	125	140	Bacteroidota
WFHCeC3L.Bin16	211	132	184	Bacteroidota
WFHCeC3L.Bin17	146	109	121	Bacteroidota
WFHCeC3L.Bin18	82	59	72	Proteobacteria
WFHCeC3L.Bin20	144	90	114	Firmicutes
WFHCeC3L.Bin21	167	86	138	Actinobacteriota
WFHCeC3L.Bin25	128	86	107	Firmicutes
WFHCeC3L.Bin35	201	107	154	Firmicutes
WFHCeC3L.Bin42	142	85	125	Firmicutes
WFHCeC3L.Bin48	125	81	102	Firmicutes
WFHCeC3L.Bin51	121	81	93	Bacteroidota
WFHCeC3L.Bin55	154	92	125	Firmicutes
WFHCeC3L.Bin56	152	92	123	Firmicutes
WFHCeC3L.Bin57	152	102	129	Bacteroidota
WFHCeC3L.Bin59	109	83	91	Bacteroidota
WFHCeC3L.Bin6	90	71	75	Firmicutes
WFHCeC3L.Bin61	93	67	83	Firmicutes
WFHCeC3L.Bin69	87	69	80	Desulfobacterota
WFHCeC3L.Bin72	256	123	218	Firmicutes
WFHCeC3L.Bin75	170	99	133	Firmicutes
WFHCeC3L.Bin79	111	77	94	Firmicutes
WFHCeC3L.Bin83	146	101	113	Bacteroidota
WFHCeC3L.Bin84	157	107	141	Bacteroidota
WFHCeC4L.Bin10	120	85	95	Bacteroidota
WFHCeC4L.Bin14	119	84	101	Proteobacteria
WFHCeC4L.Bin15	149	92	126	Firmicutes
WFHCeC4L.Bin19	188	117	145	Firmicutes
WFHCeC4L.Bin21	256	112	237	Firmicutes
WFHCeC4L.Bin24	80	59	69	Firmicutes
WFHCeC4L.Bin28	123	95	108	Bacteroidota
WFHCeC4L.Bin3	132	94	115	Bacteroidota
WFHCeC4L.Bin30	185	102	162	Firmicutes
WFHCeC4L.Bin32	110	85	88	Proteobacteria
WFHCeC4L.Bin38	174	108	159	Desulfobacterota
WFHCeC4L.Bin42	94	75	82	Actinobacteriota
WFHCeC4L.Bin5	86	66	73	Bacteroidota
WFHCeC4L.Bin57	107	80	91	Bacteroidota
WFHCeC4L.Bin64	128	103	108	Bacteroidota
WFHCeC4L.Bin70	131	100	117	Bacteroidota
WFHCeC4L.Bin73	164	110	139	Bacteroidota
WFHCeC4L.Bin74	139	96	112	Bacteroidota
WFHCeC4L.Bin76	106	73	84	Firmicutes
WFHCeC4L.Bin79	238	130	197	Bacteroidota
WFHCeC4L.Bin80	111	70	100	Actinobacteriota
WFHCeC4L.Bin85	148	110	124	Bacteroidota
WFHCeC6L.Bin100	122	73	107	Desulfobacterota
WFHCeC6L.Bin103	153	101	130	Firmicutes
WFHCeC6L.Bin108	154	107	146	Bacteroidota
WFHCeC6L.Bin109	124	87	92	Bacteroidota
WFHCeC6L.Bin111	109	81	93	Firmicutes
WFHCeC6L.Bin112	153	110	126	Bacteroidota
WFHCeC6L.Bin15	104	78	88	Firmicutes
WFHCeC6L.Bin18	161	98	138	Firmicutes
WFHCeC6L.Bin30	86	68	76	Proteobacteria
WFHCeC6L.Bin31	177	116	154	Bacteroidota
WFHCeC6L.Bin32	138	89	114	Actinobacteriota
WFHCeC6L.Bin37	136	96	113	Bacteroidota
WFHCeC6L.Bin38	260	130	207	Firmicutes
WFHCeC6L.Bin40	150	108	124	Bacteroidota
WFHCeC6L.Bin42	114	96	101	Bacteroidota
WFHCeC6L.Bin53	155	99	131	Bacteroidota
WFHCeC6L.Bin54	107	79	95	Bacteroidota
WFHCeC6L.Bin6	144	99	135	Bacteroidota
WFHCeC6L.Bin61	133	101	120	Bacteroidota
WFHCeC6L.Bin62	154	89	121	Firmicutes
WFHCeC6L.Bin65	172	99	147	Firmicutes
WFHCeC6L.Bin68	168	107	160	Desulfobacterota
WFHCeC6L.Bin72	135	104	109	Bacteroidota
WFHCeC6L.Bin77	193	113	155	Firmicutes
WFHCeC6L.Bin8	237	124	186	Firmicutes
WFHCeC6L.Bin82	194	126	168	Bacteroidota
WFHCeC6L.Bin84	127	87	107	Bacteroidota
WFHCeC6L.Bin88	169	104	128	Firmicutes
WFHCeC6L.Bin90	121	94	104	Bacteroidota
WFHCeC6L.Bin93	181	106	137	Desulfobacterota
WFHCeC6L.Bin94	146	108	118	Bacteroidota
WHYCeC1L.Bin1	160	110	132	Bacteroidota
WHYCeC1L.Bin19	84	64	77	Firmicutes
WHYCeC1L.Bin22	163	93	120	Firmicutes
WHYCeC1L.Bin23	151	103	126	Bacteroidota
WHYCeC1L.Bin26	92	76	83	Proteobacteria
WHYCeC1L.Bin28	108	79	101	Bacteroidota
WHYCeC1L.Bin3	160	105	142	Bacteroidota
WHYCeC1L.Bin30	122	92	108	Bacteroidota
WHYCeC1L.Bin37	147	114	124	Bacteroidota
WHYCeC1L.Bin38	55	45	46	Patescibacteria
WHYCeC1L.Bin46	84	64	68	Firmicutes
WHYCeC1L.Bin54	125	86	115	Bacteroidota
WHYCeC1L.Bin58	123	85	104	Bacteroidota
WHYCeC1L.Bin66	188	132	158	Firmicutes
WHYCeC1L.Bin70	145	101	107	Bacteroidota
WHYCeC1L.Bin8	70	54	64	Firmicutes
WHYCeC1R.Bin10	166	113	150	Bacteroidota
WHYCeC1R.Bin101	93	73	77	Verrucomicrobiota
WHYCeC1R.Bin106	118	88	99	Bacteroidota
WHYCeC1R.Bin108	81	63	61	Firmicutes
WHYCeC1R.Bin114	181	102	157	Firmicutes
WHYCeC1R.Bin119	168	89	141	Firmicutes
WHYCeC1R.Bin121	54	47	46	Patescibacteria
WHYCeC1R.Bin126	164	100	128	Firmicutes
WHYCeC1R.Bin13	168	92	144	Spirochaetota
WHYCeC1R.Bin130	52	46	47	Elusimicrobiota
WHYCeC1R.Bin133	165	113	141	Bacteroidota
WHYCeC1R.Bin134	166	102	136	Spirochaetota
WHYCeC1R.Bin135	79	63	79	Proteobacteria
WHYCeC1R.Bin138	130	101	105	Bacteroidota
WHYCeC1R.Bin142	167	115	146	Bacteroidota
WHYCeC1R.Bin148	293	127	267	Firmicutes
WHYCeC1R.Bin15	102	70	80	Cyanobacteria
WHYCeC1R.Bin16	136	90	104	Bacteroidota
WHYCeC1R.Bin21	94	66	76	Bacteroidota
WHYCeC1R.Bin22	150	105	136	Bacteroidota
WHYCeC1R.Bin23	103	71	91	Firmicutes
WHYCeC1R.Bin25	96	61	87	Firmicutes
WHYCeC1R.Bin27	87	65	76	Firmicutes
WHYCeC1R.Bin29	98	69	88	Firmicutes
WHYCeC1R.Bin3	76	48	70	Firmicutes
WHYCeC1R.Bin30	120	97	95	Campylobacterota
WHYCeC1R.Bin32	195	115	160	Firmicutes
WHYCeC1R.Bin41	195	97	155	Firmicutes
WHYCeC1R.Bin49	117	84	96	Bacteroidota
WHYCeC1R.Bin50	123	95	116	Firmicutes
WHYCeC1R.Bin54	98	81	79	Proteobacteria
WHYCeC1R.Bin62	133	95	106	Proteobacteria
WHYCeC1R.Bin63	96	78	81	Elusimicrobiota
WHYCeC1R.Bin72	178	96	145	Firmicutes
WHYCeC1R.Bin74	74	51	66	Firmicutes
WHYCeC1R.Bin75	128	95	106	Bacteroidota
WHYCeC1R.Bin77	182	117	147	Desulfobacterota
WHYCeC1R.Bin8	190	121	151	Desulfobacterota
WHYCeC1R.Bin81	156	115	119	Bacteroidota
WHYCeC1R.Bin84	132	98	101	Verrucomicrobiota
WHYCeC1R.Bin9	125	88	99	Verrucomicrobiota
WHYCeC1R.Bin90	174	130	149	Bacteroidota
WHYCeC1R.Bin91	52	45	44	Firmicutes
WHYCeC1R.Bin93	142	95	117	Bacteroidota
WHYCeC1R.Bin95	50	44	47	Proteobacteria
WHYCeC1R.Bin96	116	83	103	Firmicutes
WHYCeC2L.Bin13	73	58	55	Proteobacteria
WHYCeC2L.Bin16	148	103	115	Bacteroidota
WHYCeC2L.Bin17	164	114	143	Bacteroidota
WHYCeC2L.Bin21	90	68	79	Firmicutes
WHYCeC2L.Bin22	112	86	105	Bacteroidota
WHYCeC2L.Bin3	162	112	137	Bacteroidota
WHYCeC2L.Bin32	166	116	142	Firmicutes
WHYCeC2L.Bin37	195	115	153	Desulfobacterota
WHYCeC2L.Bin39	76	53	69	Firmicutes
WHYCeC2L.Bin41	170	116	137	Bacteroidota
WHYCeC2L.Bin46	181	112	153	Bacteroidota
WHYCeC2L.Bin47	158	106	133	Bacteroidota
WHYCeC2L.Bin49	187	122	165	Bacteroidota
WHYCeC2L.Bin51	80	59	70	Actinobacteriota
WHYCeC2L.Bin57	152	114	129	Bacteroidota
WHYCeC2L.Bin58	182	115	160	Bacteroidota
WHYCeC2L.Bin59	68	55	56	Firmicutes
WHYCeC2L.Bin71	160	95	135	Actinobacteriota
WHYCeC2L.Bin72	122	93	119	Bacteroidota
WHYCeC2R.Bin1	144	88	119	Actinobacteriota
WHYCeC2R.Bin100	127	97	113	Bacteroidota
WHYCeC2R.Bin101	135	103	120	Bacteroidota
WHYCeC2R.Bin105	165	109	141	Bacteroidota
WHYCeC2R.Bin106	193	107	152	Firmicutes
WHYCeC2R.Bin107	172	104	142	Bacteroidota
WHYCeC2R.Bin108	162	89	149	Firmicutes
WHYCeC2R.Bin114	177	104	146	Firmicutes
WHYCeC2R.Bin115	169	97	140	Firmicutes
WHYCeC2R.Bin17	126	84	101	Firmicutes
WHYCeC2R.Bin20	182	108	147	Desulfobacterota
WHYCeC2R.Bin3	197	124	175	Bacteroidota
WHYCeC2R.Bin32	147	82	132	Firmicutes
WHYCeC2R.Bin39	216	127	199	Bacteroidota
WHYCeC2R.Bin40	191	121	159	Desulfobacterota
WHYCeC2R.Bin43	93	74	83	Bacteroidota
WHYCeC2R.Bin5	89	62	87	Firmicutes
WHYCeC2R.Bin58	75	56	66	Firmicutes
WHYCeC2R.Bin62	127	95	104	Bacteroidota
WHYCeC2R.Bin63	103	83	94	Proteobacteria
WHYCeC2R.Bin67	190	101	152	Firmicutes
WHYCeC2R.Bin7	193	96	164	Firmicutes
WHYCeC2R.Bin72	253	126	198	Actinobacteriota
WHYCeC2R.Bin76	156	105	132	Bacteroidota
WHYCeC2R.Bin81	164	108	141	Bacteroidota
WHYCeC2R.Bin85	153	112	137	Bacteroidota
WHYCeC2R.Bin98	135	110	117	Bacteroidota
WHYCeC2R.Bin99	104	74	88	Firmicutes
WHYCeC3L.Bin103	184	119	168	Bacteroidota
WHYCeC3L.Bin108	164	122	136	Bacteroidota
WHYCeC3L.Bin110	90	70	73	Spirochaetota
WHYCeC3L.Bin113	139	98	125	Bacteroidota
WHYCeC3L.Bin115	46	39	39	Patescibacteria
WHYCeC3L.Bin12	248	119	200	Firmicutes
WHYCeC3L.Bin15	117	85	102	Bacteroidota
WHYCeC3L.Bin17	111	84	97	Bacteroidota
WHYCeC3L.Bin19	125	80	112	Desulfobacterota
WHYCeC3L.Bin26	173	117	149	Bacteroidota
WHYCeC3L.Bin31	142	101	123	Bacteroidota
WHYCeC3L.Bin36	149	90	121	Firmicutes
WHYCeC3L.Bin4	68	47	67	Firmicutes
WHYCeC3L.Bin40	114	91	93	Bacteroidota
WHYCeC3L.Bin41	147	99	126	Bacteroidota
WHYCeC3L.Bin42	109	88	96	Bacteroidota
WHYCeC3L.Bin49	132	94	114	Proteobacteria
WHYCeC3L.Bin50	121	93	109	Bacteroidota
WHYCeC3L.Bin57	85	74	70	Bacteroidota
WHYCeC3L.Bin59	163	109	129	Desulfobacterota
WHYCeC3L.Bin6	114	82	98	Actinobacteriota
WHYCeC3L.Bin68	183	104	151	Firmicutes
WHYCeC3L.Bin83	107	81	92	Firmicutes
WHYCeC3L.Bin84	107	86	96	Bacteroidota
WHYCeC3L.Bin87	211	108	175	Firmicutes
WHYCeC3R.Bin102	172	110	142	Proteobacteria
WHYCeC3R.Bin103	165	99	140	Firmicutes
WHYCeC3R.Bin106	156	110	136	Bacteroidota
WHYCeC3R.Bin11	322	148	242	Firmicutes
WHYCeC3R.Bin13	119	86	105	Firmicutes
WHYCeC3R.Bin17	196	107	162	Firmicutes
WHYCeC3R.Bin23	131	90	110	Firmicutes
WHYCeC3R.Bin3	71	62	65	Bacteroidota
WHYCeC3R.Bin31	139	99	119	Bacteroidota
WHYCeC3R.Bin34	151	102	130	Bacteroidota
WHYCeC3R.Bin37	111	90	92	Elusimicrobiota
WHYCeC3R.Bin4	170	109	151	Bacteroidota
WHYCeC3R.Bin45	105	70	96	Firmicutes
WHYCeC3R.Bin46	122	94	113	Bacteroidota
WHYCeC3R.Bin49	167	94	130	Firmicutes
WHYCeC3R.Bin51	165	118	143	Bacteroidota
WHYCeC3R.Bin58	192	130	162	Bacteroidota
WHYCeC3R.Bin61	120	87	96	Bacteroidota
WHYCeC3R.Bin69	150	106	121	Bacteroidota
WHYCeC3R.Bin72	135	99	132	Bacteroidota
WHYCeC3R.Bin73	141	96	121	Firmicutes
WHYCeC3R.Bin74	170	104	144	Spirochaetota
WHYCeC3R.Bin83	110	66	93	Firmicutes
WHYCeC3R.Bin84	99	80	83	Bacteroidota
WHYCeC3R.Bin85	215	108	172	Firmicutes
WHYCeC3R.Bin88	132	86	112	Firmicutes
WHYCeC3R.Bin89	137	98	103	Bacteroidota
WHYCeC3R.Bin91	128	99	109	Bacteroidota
WHYCeC3R.Bin95	166	111	146	Bacteroidota
WHYCeC4L.Bin10	151	104	128	Firmicutes
WHYCeC4L.Bin12	133	101	117	Bacteroidota
WHYCeC4L.Bin14	176	119	151	Bacteroidota
WHYCeC4L.Bin15	188	121	156	Desulfobacterota
WHYCeC4L.Bin26	173	105	145	Desulfobacterota
WHYCeC4L.Bin28	149	105	117	Bacteroidota
WHYCeC4L.Bin3	97	78	87	Bacteroidota
WHYCeC4L.Bin37	178	116	162	Bacteroidota
WHYCeC4L.Bin4	82	53	74	Firmicutes
WHYCeC4L.Bin44	132	84	110	Actinobacteriota
WHYCeC4L.Bin48	105	73	85	Firmicutes
WHYCeC4L.Bin8	84	63	75	Firmicutes
WHYCeC4R.Bin18	134	87	120	Fusobacteriota
WHYCeC4R.Bin2	93	71	76	Proteobacteria
WHYCeC4R.Bin25	188	120	172	Bacteroidota
WHYCeC4R.Bin35	234	113	191	Firmicutes
WHYCeC4R.Bin38	140	87	114	Actinobacteriota
WHYCeC4R.Bin42	120	78	100	Firmicutes
WHYCeC4R.Bin44	177	118	158	Bacteroidota
WHYCeC4R.Bin46	127	79	101	Actinobacteriota
WHYCeC4R.Bin56	193	108	179	Firmicutes
WHYCeC4R.Bin59	267	127	211	Firmicutes
WHYCeC4R.Bin6	127	97	110	Bacteroidota
WHYCeC4R.Bin60	175	98	141	Firmicutes
WHYCeC4R.Bin62	138	85	108	Firmicutes
WHYCeC4R.Bin78	132	86	114	Actinobacteriota
